Çalýþan Sicil No;Gösterge Adý ;Periyot;Planlanan;Gerçekleþen;Sonuç 
100502;TSM - Toplam Grup Kota Realizasyonu;5;105435,06;96978,05;91,98
100502;TSM - Toplam Grup Kota Realizasyonu;6;108195,55;90165,94;83,34
100675;TSM - Toplam Grup Kota Realizasyonu;1;112055,31;121270,94;108,22
100675;TSM - Toplam Grup Kota Realizasyonu;2;130383,37;144266,55;110,65
100675;TSM - Toplam Grup Kota Realizasyonu;3;117289,66;124997,37;106,57
100675;TSM - Toplam Grup Kota Realizasyonu;4;105068,39;109872,22;104,57
100675;TSM - Toplam Grup Kota Realizasyonu;5;129402,21;145203,22;112,21
100675;TSM - Toplam Grup Kota Realizasyonu;6;133026,82;150097,66;112,83
100624;TSM - Toplam Grup Kota Realizasyonu;1;103843,66;114427,05;110,19
100624;TSM - Toplam Grup Kota Realizasyonu;2;118885,36;104339,75;87,77
100624;TSM - Toplam Grup Kota Realizasyonu;3;107468,73;91126,47;84,79
100624;TSM - Toplam Grup Kota Realizasyonu;4;99441,88;121441,88;122,12
100624;TSM - Toplam Grup Kota Realizasyonu;5;118577,21;119378,78;100,68
100624;TSM - Toplam Grup Kota Realizasyonu;6;122154,18;117298,06;96,02
100713;TSM - Toplam Grup Kota Realizasyonu;1;142405,7;129405,7;90,87
100713;TSM - Toplam Grup Kota Realizasyonu;2;166267,19;131313,27;78,98
100713;TSM - Toplam Grup Kota Realizasyonu;3;148785,64;128165,25;86,14
100713;TSM - Toplam Grup Kota Realizasyonu;4;139561,68;150320,08;107,71
100713;TSM - Toplam Grup Kota Realizasyonu;5;166675,62;155437,82;93,26
100713;TSM - Toplam Grup Kota Realizasyonu;6;171804,46;163254,52;95,02
100585;TSM - Toplam Grup Kota Realizasyonu;1;150466,81;167478,01;111,31
100585;TSM - Toplam Grup Kota Realizasyonu;2;174332,42;199961,14;114,7
100585;TSM - Toplam Grup Kota Realizasyonu;3;152721,52;132799,12;86,96
100585;TSM - Toplam Grup Kota Realizasyonu;4;152617,83;141314,71;92,59
100585;TSM - Toplam Grup Kota Realizasyonu;5;173289,67;105980,47;61,16
100585;TSM - Toplam Grup Kota Realizasyonu;6;178422,14;186327,35;104,43
100598;TSM - Toplam Grup Kota Realizasyonu;1;99880,4;100601;100,72
100598;TSM - Toplam Grup Kota Realizasyonu;2;116019,11;101345,14;87,35
100598;TSM - Toplam Grup Kota Realizasyonu;3;104772,56;93200,3;88,95
100392;TSM - Toplam Grup Kota Realizasyonu;1;160817,94;158050,07;98,28
100392;TSM - Toplam Grup Kota Realizasyonu;2;188259,93;189018,87;100,4
100392;TSM - Toplam Grup Kota Realizasyonu;3;169379,86;160759,52;94,91
100392;TSM - Toplam Grup Kota Realizasyonu;4;156686,81;180785,24;115,38
100392;TSM - Toplam Grup Kota Realizasyonu;5;189431,84;186103,1;98,24
100392;TSM - Toplam Grup Kota Realizasyonu;6;195085,32;173336,29;88,85
100658;TSM - Toplam Grup Kota Realizasyonu;1;197704,22;271032,87;137,09
100658;TSM - Toplam Grup Kota Realizasyonu;2;225893,38;330837,3;146,46
100658;TSM - Toplam Grup Kota Realizasyonu;3;206882,45;255446,72;123,47
100658;TSM - Toplam Grup Kota Realizasyonu;4;190503,18;331406,21;173,96
100658;TSM - Toplam Grup Kota Realizasyonu;5;225260,08;313783,85;139,3
100658;TSM - Toplam Grup Kota Realizasyonu;6;236721,54;353006,11;149,12
100334;TSM - Toplam Grup Kota Realizasyonu;1;131205,11;148496,79;113,18
100334;TSM - Toplam Grup Kota Realizasyonu;2;154096,83;170637,13;110,73
100334;TSM - Toplam Grup Kota Realizasyonu;3;137983,34;128451,36;93,09
100334;TSM - Toplam Grup Kota Realizasyonu;4;125726,13;119179,27;94,79
100334;TSM - Toplam Grup Kota Realizasyonu;5;148131,5;160863,56;108,6
100334;TSM - Toplam Grup Kota Realizasyonu;6;156088,42;127857,3;81,91
100328;TSM - Toplam Grup Kota Realizasyonu;1;142451,85;148311,11;104,11
100328;TSM - Toplam Grup Kota Realizasyonu;2;167841,56;176940,01;105,42
100328;TSM - Toplam Grup Kota Realizasyonu;3;149552,18;123961,8;82,89
100328;TSM - Toplam Grup Kota Realizasyonu;4;136991,65;141947,83;103,62
100328;TSM - Toplam Grup Kota Realizasyonu;5;156049,77;147831,81;94,73
100328;TSM - Toplam Grup Kota Realizasyonu;6;163073,94;140524,28;86,17
100204;TSM - Toplam Grup Kota Realizasyonu;1;113353;127777,57;112,73
100204;TSM - Toplam Grup Kota Realizasyonu;2;133065,38;139554,03;104,88
100204;TSM - Toplam Grup Kota Realizasyonu;3;120114,4;104222,83;86,77
100204;TSM - Toplam Grup Kota Realizasyonu;4;107549;124103,15;115,39
100204;TSM - Toplam Grup Kota Realizasyonu;5;129997,85;126116,83;97,01
100204;TSM - Toplam Grup Kota Realizasyonu;6;136410,73;139688,74;102,4
100200;TSM - Toplam Grup Kota Realizasyonu;1;140309,91;160319,23;114,26
100200;TSM - Toplam Grup Kota Realizasyonu;2;163801,58;178269,17;108,83
100200;TSM - Toplam Grup Kota Realizasyonu;3;149038,52;149631,33;100,4
100200;TSM - Toplam Grup Kota Realizasyonu;4;136395,98;176156,19;129,15
100200;TSM - Toplam Grup Kota Realizasyonu;5;161822,27;168961,81;104,41
100200;TSM - Toplam Grup Kota Realizasyonu;6;169581,7;176602,41;104,14
100668;TSM - Toplam Grup Kota Realizasyonu;1;187412,1;225020,71;120,07
100668;TSM - Toplam Grup Kota Realizasyonu;2;214418,63;268507,22;125,23
100668;TSM - Toplam Grup Kota Realizasyonu;3;197591,09;192582,44;97,47
100668;TSM - Toplam Grup Kota Realizasyonu;4;179624,18;244061,09;135,87
100668;TSM - Toplam Grup Kota Realizasyonu;5;213992,9;209727,39;98,01
100668;TSM - Toplam Grup Kota Realizasyonu;6;225651,96;275684,34;122,17
100661;TSM - Toplam Grup Kota Realizasyonu;1;175714,06;226474,72;128,89
100661;TSM - Toplam Grup Kota Realizasyonu;2;204041,33;237448,23;116,37
100661;TSM - Toplam Grup Kota Realizasyonu;3;185417,12;220341,42;118,84
100661;TSM - Toplam Grup Kota Realizasyonu;4;167636,16;265408,19;158,32
100661;TSM - Toplam Grup Kota Realizasyonu;5;202468,53;216689,15;107,02
100661;TSM - Toplam Grup Kota Realizasyonu;6;211506,74;255162,32;120,64
100253;TSM - Toplam Grup Kota Realizasyonu;1;173769,16;240874,34;138,62
100253;TSM - Toplam Grup Kota Realizasyonu;2;199381,46;279157,62;140,01
100253;TSM - Toplam Grup Kota Realizasyonu;3;179776,12;194614,16;108,25
100253;TSM - Toplam Grup Kota Realizasyonu;4;161563,9;262599,38;162,54
100253;TSM - Toplam Grup Kota Realizasyonu;5;193271,95;224714,6;116,27
100253;TSM - Toplam Grup Kota Realizasyonu;6;204787,95;281272,4;137,35
100201;TSM - Toplam Grup Kota Realizasyonu;1;139752,31;168418,97;120,51
100201;TSM - Toplam Grup Kota Realizasyonu;2;157961,15;160787,96;101,79
100201;TSM - Toplam Grup Kota Realizasyonu;3;143513,53;129436,82;90,19
100201;TSM - Toplam Grup Kota Realizasyonu;4;131633,76;173541,96;131,84
100201;TSM - Toplam Grup Kota Realizasyonu;5;157681,86;171690,62;108,88
100201;TSM - Toplam Grup Kota Realizasyonu;6;163362,21;178116,95;109,03
100525;TSM - Toplam Grup Kota Realizasyonu;1;179420,65;209965,55;117,02
100525;TSM - Toplam Grup Kota Realizasyonu;2;205564,42;212739,34;103,49
100525;TSM - Toplam Grup Kota Realizasyonu;3;186497,07;193234,09;103,61
100525;TSM - Toplam Grup Kota Realizasyonu;4;172782,47;205771,98;119,09
100525;TSM - Toplam Grup Kota Realizasyonu;5;205825,3;220393,8;107,08
100525;TSM - Toplam Grup Kota Realizasyonu;6;214876,13;241090,64;112,2
100322;TSM - Toplam Grup Kota Realizasyonu;1;166032,58;190315,31;114,63
100322;TSM - Toplam Grup Kota Realizasyonu;2;191429,09;184624,18;96,45
100322;TSM - Toplam Grup Kota Realizasyonu;3;171500,58;179154,71;104,46
100322;TSM - Toplam Grup Kota Realizasyonu;4;164057,93;195439,4;119,13
100322;TSM - Toplam Grup Kota Realizasyonu;5;196204,57;209196;106,62
100322;TSM - Toplam Grup Kota Realizasyonu;6;198013,05;214850,96;108,5
100209;TSM - Toplam Grup Kota Realizasyonu;1;119872,11;131054,94;109,33
100209;TSM - Toplam Grup Kota Realizasyonu;2;139425,34;111729,07;80,14
100209;TSM - Toplam Grup Kota Realizasyonu;3;125382,04;123263,22;98,31
100209;TSM - Toplam Grup Kota Realizasyonu;4;112478,02;127784,73;113,61
100209;TSM - Toplam Grup Kota Realizasyonu;5;141825,25;127951,46;90,22
100209;TSM - Toplam Grup Kota Realizasyonu;6;143235,27;125802,76;87,83
100529;TSM - Toplam Grup Kota Realizasyonu;1;161802,66;160492,75;99,19
100529;TSM - Toplam Grup Kota Realizasyonu;2;187063,06;173703,88;92,86
100529;TSM - Toplam Grup Kota Realizasyonu;3;170072,37;140428,32;82,57
100529;TSM - Toplam Grup Kota Realizasyonu;4;155347,36;164783,2;106,07
100529;TSM - Toplam Grup Kota Realizasyonu;5;188701,33;174486,14;92,47
100529;TSM - Toplam Grup Kota Realizasyonu;6;193861,79;179972,56;92,84
100294;TSM - Toplam Grup Kota Realizasyonu;1;107764,18;98211,34;91,14
100294;TSM - Toplam Grup Kota Realizasyonu;2;123411,88;107843,82;87,39
100294;TSM - Toplam Grup Kota Realizasyonu;3;112130,8;92805,52;82,77
100294;TSM - Toplam Grup Kota Realizasyonu;4;102388,88;88113,45;86,06
100294;TSM - Toplam Grup Kota Realizasyonu;5;127349,42;111669;87,69
100294;TSM - Toplam Grup Kota Realizasyonu;6;130133,65;110637,45;85,02
100298;TSM - Toplam Grup Kota Realizasyonu;1;157921,38;157174,5;99,53
100298;TSM - Toplam Grup Kota Realizasyonu;2;180347,28;166172,91;92,14
100298;TSM - Toplam Grup Kota Realizasyonu;3;165228,45;164856,1;99,77
100298;TSM - Toplam Grup Kota Realizasyonu;4;149414,62;190336,39;127,39
100298;TSM - Toplam Grup Kota Realizasyonu;5;184833,98;186025,66;100,64
100298;TSM - Toplam Grup Kota Realizasyonu;6;189087,36;196611,65;103,98
100509;TSM - Toplam Grup Kota Realizasyonu;1;147400,27;145261,4;98,55
100509;TSM - Toplam Grup Kota Realizasyonu;2;170017,32;171345,09;100,78
100509;TSM - Toplam Grup Kota Realizasyonu;3;154476,7;133028,51;86,12
100509;TSM - Toplam Grup Kota Realizasyonu;4;142279,26;149411,17;105,01
100509;TSM - Toplam Grup Kota Realizasyonu;5;175836,83;177147,66;100,75
100509;TSM - Toplam Grup Kota Realizasyonu;6;178210,55;179433,62;100,69
100522;TSM - Toplam Grup Kota Realizasyonu;1;160971,44;175549,57;109,06
100522;TSM - Toplam Grup Kota Realizasyonu;2;190561,73;196558,46;103,15
100522;TSM - Toplam Grup Kota Realizasyonu;3;166469,18;115629,27;69,46
100522;TSM - Toplam Grup Kota Realizasyonu;4;151924,24;156865,13;103,25
100522;TSM - Toplam Grup Kota Realizasyonu;5;183974,58;164753,94;89,55
100522;TSM - Toplam Grup Kota Realizasyonu;6;192751,24;184019,13;95,47
100718;TSM - Toplam Grup Kota Realizasyonu;1;174353,07;203389,81;116,65
100718;TSM - Toplam Grup Kota Realizasyonu;2;200310,28;219997,23;109,83
100718;TSM - Toplam Grup Kota Realizasyonu;3;181812,91;205230,63;112,88
100718;TSM - Toplam Grup Kota Realizasyonu;4;166070,78;293937,43;177
100718;TSM - Toplam Grup Kota Realizasyonu;5;204733,85;289348,62;141,33
100718;TSM - Toplam Grup Kota Realizasyonu;6;208121,81;269750,08;129,61
100327;TSM - Toplam Grup Kota Realizasyonu;1;165043,31;206464,42;125,1
100327;TSM - Toplam Grup Kota Realizasyonu;2;191539,97;209055,25;109,14
100327;TSM - Toplam Grup Kota Realizasyonu;3;170988,96;184803,86;108,08
100327;TSM - Toplam Grup Kota Realizasyonu;4;159426,53;258308,4;162,02
100327;TSM - Toplam Grup Kota Realizasyonu;5;192839,37;244777,25;126,93
100327;TSM - Toplam Grup Kota Realizasyonu;6;194573,57;252919,37;129,99
100383;TSM - Toplam Grup Kota Realizasyonu;1;149332,8;148232,18;99,26
100383;TSM - Toplam Grup Kota Realizasyonu;2;172923,74;151859,35;87,82
100383;TSM - Toplam Grup Kota Realizasyonu;3;155950,47;168977,63;108,35
100383;TSM - Toplam Grup Kota Realizasyonu;4;140395,3;191504,57;136,4
100383;TSM - Toplam Grup Kota Realizasyonu;5;173351,99;187827,5;108,35
100383;TSM - Toplam Grup Kota Realizasyonu;6;176646,15;148514,89;84,07
100515;TSM - Toplam Grup Kota Realizasyonu;1;156629,91;169278,25;108,08
100515;TSM - Toplam Grup Kota Realizasyonu;2;183312,97;161951,38;88,35
100515;TSM - Toplam Grup Kota Realizasyonu;3;163906,93;151153,65;92,22
100515;TSM - Toplam Grup Kota Realizasyonu;4;149695,75;166097,1;110,96
100515;TSM - Toplam Grup Kota Realizasyonu;5;181917,34;178283,54;98
100515;TSM - Toplam Grup Kota Realizasyonu;6;184824,88;180160,6;97,48
100333;TSM - Toplam Grup Kota Realizasyonu;1;161882,19;154151,21;95,22
100333;TSM - Toplam Grup Kota Realizasyonu;2;183472,81;157089,35;85,62
100333;TSM - Toplam Grup Kota Realizasyonu;3;163955,95;125525,42;76,56
100333;TSM - Toplam Grup Kota Realizasyonu;4;150780,25;179314,58;118,92
100333;TSM - Toplam Grup Kota Realizasyonu;5;183932,88;184578,43;100,35
100333;TSM - Toplam Grup Kota Realizasyonu;6;187671,36;198037,71;105,52
100422;TSM - Toplam Grup Kota Realizasyonu;1;155531,64;154156,5;99,12
100422;TSM - Toplam Grup Kota Realizasyonu;2;182046,62;167647,71;92,09
100422;TSM - Toplam Grup Kota Realizasyonu;3;160953,2;145049,11;90,12
100422;TSM - Toplam Grup Kota Realizasyonu;4;145863,55;117469,98;80,53
100422;TSM - Toplam Grup Kota Realizasyonu;5;177815,73;140263,62;78,88
100422;TSM - Toplam Grup Kota Realizasyonu;6;187970,4;137019,78;72,89
100528;TSM - Toplam Grup Kota Realizasyonu;1;166907,46;156528,85;93,78
100528;TSM - Toplam Grup Kota Realizasyonu;2;191342,89;183957,29;96,14
100528;TSM - Toplam Grup Kota Realizasyonu;3;173089,25;164282,71;94,91
100528;TSM - Toplam Grup Kota Realizasyonu;4;156464,91;172251,09;110,09
100528;TSM - Toplam Grup Kota Realizasyonu;5;192428,14;213466,33;110,93
100528;TSM - Toplam Grup Kota Realizasyonu;6;196442,44;171731,04;87,42
100584;TSM - Toplam Grup Kota Realizasyonu;1;141436,17;170222,86;120,35
100584;TSM - Toplam Grup Kota Realizasyonu;2;163665,2;140361,2;85,76
100584;TSM - Toplam Grup Kota Realizasyonu;3;146826,01;109419,35;74,52
100584;TSM - Toplam Grup Kota Realizasyonu;4;134249,28;147276,65;109,7
100584;TSM - Toplam Grup Kota Realizasyonu;5;167510,09;158370,24;94,54
100584;TSM - Toplam Grup Kota Realizasyonu;6;169250,2;170113,82;100,51
100269;TSM - Toplam Grup Kota Realizasyonu;1;156091,8;167606,29;107,38
100269;TSM - Toplam Grup Kota Realizasyonu;2;175739,04;181913,82;103,51
100269;TSM - Toplam Grup Kota Realizasyonu;3;158264,62;110883,53;70,06
100269;TSM - Toplam Grup Kota Realizasyonu;4;146156,26;195415,48;133,7
100269;TSM - Toplam Grup Kota Realizasyonu;5;181914,03;189144,18;103,97
100269;TSM - Toplam Grup Kota Realizasyonu;6;183943,1;190610,01;103,62
100260;TSM - Toplam Grup Kota Realizasyonu;1;158819,9;168431,96;106,05
100260;TSM - Toplam Grup Kota Realizasyonu;2;182359,46;176556,45;96,82
100260;TSM - Toplam Grup Kota Realizasyonu;3;162785,49;124135,42;76,26
100260;TSM - Toplam Grup Kota Realizasyonu;4;152200,78;153295,66;100,72
100260;TSM - Toplam Grup Kota Realizasyonu;5;186577,32;198154,64;106,21
100260;TSM - Toplam Grup Kota Realizasyonu;6;188493,97;198585,6;105,35
100009;TSM - Toplam Grup Kota Realizasyonu;1;179253,07;205008,53;114,37
100009;TSM - Toplam Grup Kota Realizasyonu;2;203048,08;156876,28;77,26
100404;TSM - Toplam Grup Kota Realizasyonu;1;159544,71;158781,68;99,52
100404;TSM - Toplam Grup Kota Realizasyonu;2;184416,94;170027,24;92,2
100404;TSM - Toplam Grup Kota Realizasyonu;3;165204,94;113286,53;68,57
100404;TSM - Toplam Grup Kota Realizasyonu;4;150647,23;134059,55;88,99
100404;TSM - Toplam Grup Kota Realizasyonu;5;185181,12;174658,27;94,32
100404;TSM - Toplam Grup Kota Realizasyonu;6;189125,99;157542,77;83,3
100355;TSM - Toplam Grup Kota Realizasyonu;1;155219,45;166355,34;107,17
100355;TSM - Toplam Grup Kota Realizasyonu;2;181340,87;167174,39;92,19
100355;TSM - Toplam Grup Kota Realizasyonu;3;161958,06;156313,67;96,51
100355;TSM - Toplam Grup Kota Realizasyonu;4;150924,17;185364,63;122,82
100355;TSM - Toplam Grup Kota Realizasyonu;5;183656,61;194698,64;106,01
100355;TSM - Toplam Grup Kota Realizasyonu;6;189120,83;217336,88;114,92
100335;TSM - Toplam Grup Kota Realizasyonu;1;123541,84;124145,29;100,49
100335;TSM - Toplam Grup Kota Realizasyonu;2;141989,33;112143,61;78,98
100335;TSM - Toplam Grup Kota Realizasyonu;3;129303,44;100592,68;77,8
100335;TSM - Toplam Grup Kota Realizasyonu;4;116251,99;131844,89;113,41
100335;TSM - Toplam Grup Kota Realizasyonu;5;144947,11;111967,02;77,25
100335;TSM - Toplam Grup Kota Realizasyonu;6;148533,19;129646,79;87,28
100795;TSM - Toplam Grup Kota Realizasyonu;1;129174,39;140608,25;108,85
100795;TSM - Toplam Grup Kota Realizasyonu;2;152801,92;181810,93;118,98
100795;TSM - Toplam Grup Kota Realizasyonu;3;135731,96;105445,19;77,69
100795;TSM - Toplam Grup Kota Realizasyonu;4;125857,19;112362,99;89,28
100766;TSM - Toplam Grup Kota Realizasyonu;1;126725,24;123845,62;97,73
100766;TSM - Toplam Grup Kota Realizasyonu;2;146615,37;112124,47;76,48
100766;TSM - Toplam Grup Kota Realizasyonu;3;133212;113860,37;85,47
100766;TSM - Toplam Grup Kota Realizasyonu;4;121671,68;132327,67;108,76
100766;TSM - Toplam Grup Kota Realizasyonu;5;148543,32;133336,02;89,76
100766;TSM - Toplam Grup Kota Realizasyonu;6;153370,5;105922,8;69,06
100862;TSM - Toplam Grup Kota Realizasyonu;1;163636,97;155430,94;94,99
100862;TSM - Toplam Grup Kota Realizasyonu;2;186768,33;177847,21;95,22
100862;TSM - Toplam Grup Kota Realizasyonu;3;167992,79;152999,82;91,08
100862;TSM - Toplam Grup Kota Realizasyonu;4;154774,68;176804,4;114,23
100862;TSM - Toplam Grup Kota Realizasyonu;5;187128,82;187028,34;99,95
100862;TSM - Toplam Grup Kota Realizasyonu;6;191741,7;196799,83;102,64
100879;TSM - Toplam Grup Kota Realizasyonu;1;117949,04;116722,84;98,96
100879;TSM - Toplam Grup Kota Realizasyonu;2;140263;139352,59;99,35
100879;TSM - Toplam Grup Kota Realizasyonu;3;123894,31;84709,85;68,37
100879;TSM - Toplam Grup Kota Realizasyonu;4;112443,93;93976,18;83,58
100879;TSM - Toplam Grup Kota Realizasyonu;5;135257,39;121036,33;89,49
100879;TSM - Toplam Grup Kota Realizasyonu;6;141874,34;123175,62;86,82
100893;TSM - Toplam Grup Kota Realizasyonu;1;140679,63;133995,22;95,25
100893;TSM - Toplam Grup Kota Realizasyonu;2;161339,44;125852,74;78
100893;TSM - Toplam Grup Kota Realizasyonu;3;142836,69;109127,03;76,4
100893;TSM - Toplam Grup Kota Realizasyonu;4;130901,93;114602,1;87,55
100893;TSM - Toplam Grup Kota Realizasyonu;5;160302,61;127890,88;79,78
100893;TSM - Toplam Grup Kota Realizasyonu;6;166428,42;124094,29;74,56
100930;TSM - Toplam Grup Kota Realizasyonu;1;148823,43;118915,14;79,9
100930;TSM - Toplam Grup Kota Realizasyonu;2;172915,38;109714,4;63,45
100930;TSM - Toplam Grup Kota Realizasyonu;3;155337,77;103749,52;66,79
100930;TSM - Toplam Grup Kota Realizasyonu;4;140679;123378,31;87,7
100930;TSM - Toplam Grup Kota Realizasyonu;5;174706,39;132594,85;75,9
100930;TSM - Toplam Grup Kota Realizasyonu;6;179403,84;122656,36;68,37
100949;TSM - Toplam Grup Kota Realizasyonu;1;168341,19;159602,08;94,81
100949;TSM - Toplam Grup Kota Realizasyonu;2;193168,65;163879,2;84,84
100949;TSM - Toplam Grup Kota Realizasyonu;3;174705,48;158592,05;90,78
100949;TSM - Toplam Grup Kota Realizasyonu;4;158216,2;172365,68;108,94
100949;TSM - Toplam Grup Kota Realizasyonu;5;196629,46;167349,26;85,11
100950;TSM - Toplam Grup Kota Realizasyonu;1;127714,21;123035,8;96,34
100950;TSM - Toplam Grup Kota Realizasyonu;2;149946,1;120027,3;80,05
100950;TSM - Toplam Grup Kota Realizasyonu;3;133336,77;96850,38;72,64
100950;TSM - Toplam Grup Kota Realizasyonu;4;120458,75;108119,34;89,76
100950;TSM - Toplam Grup Kota Realizasyonu;5;148174,67;121283,21;81,85
100950;TSM - Toplam Grup Kota Realizasyonu;6;155493,92;114548,36;73,67
101023;TSM - Toplam Grup Kota Realizasyonu;1;102694,57;106660,14;103,86
101023;TSM - Toplam Grup Kota Realizasyonu;2;116776,22;98882,93;84,68
101023;TSM - Toplam Grup Kota Realizasyonu;3;101785,31;62432,51;61,34
101023;TSM - Toplam Grup Kota Realizasyonu;4;96506,33;56866,83;58,93
101020;TSM - Toplam Grup Kota Realizasyonu;1;140806,32;121952,12;86,61
101020;TSM - Toplam Grup Kota Realizasyonu;2;161995,33;159105,43;98,22
101020;TSM - Toplam Grup Kota Realizasyonu;3;144256,84;95771,94;66,39
101020;TSM - Toplam Grup Kota Realizasyonu;4;132649,89;110327,37;83,17
101020;TSM - Toplam Grup Kota Realizasyonu;5;162166,98;151035,91;93,14
101020;TSM - Toplam Grup Kota Realizasyonu;6;169409,98;120567,82;71,17
101249;TSM - Toplam Grup Kota Realizasyonu;1;159524,08;142106,05;89,08
101249;TSM - Toplam Grup Kota Realizasyonu;2;187244,76;163538,87;87,34
101249;TSM - Toplam Grup Kota Realizasyonu;3;166273,38;122894,95;73,91
101249;TSM - Toplam Grup Kota Realizasyonu;4;150513,77;121244,7;80,55
101249;TSM - Toplam Grup Kota Realizasyonu;5;183723,68;153188,22;83,38
101249;TSM - Toplam Grup Kota Realizasyonu;6;193869,39;146692,18;75,67
101264;TSM - Toplam Grup Kota Realizasyonu;1;106413,83;105740,89;99,37
101264;TSM - Toplam Grup Kota Realizasyonu;2;131110,43;111836,11;85,3
101264;TSM - Toplam Grup Kota Realizasyonu;3;113728,45;80586,16;70,86
101264;TSM - Toplam Grup Kota Realizasyonu;4;108339,7;83764,12;77,32
101264;TSM - Toplam Grup Kota Realizasyonu;5;143168,92;126924,49;88,65
101264;TSM - Toplam Grup Kota Realizasyonu;6;150797,78;140278,83;93,02
101267;TSM - Toplam Grup Kota Realizasyonu;1;128372,58;141360,22;110,12
101267;TSM - Toplam Grup Kota Realizasyonu;2;152760,68;137809,46;90,21
101267;TSM - Toplam Grup Kota Realizasyonu;3;135684,11;102838,11;75,79
101267;TSM - Toplam Grup Kota Realizasyonu;4;123209,7;135895,78;110,3
101267;TSM - Toplam Grup Kota Realizasyonu;5;147572,74;154417,83;104,64
101267;TSM - Toplam Grup Kota Realizasyonu;6;153550,16;154718,92;100,76
101269;TSM - Toplam Grup Kota Realizasyonu;1;91643,65;87864,61;95,88
101269;TSM - Toplam Grup Kota Realizasyonu;2;115099,6;106682,78;92,69
101269;TSM - Toplam Grup Kota Realizasyonu;3;99839,75;75318,5;75,44
101269;TSM - Toplam Grup Kota Realizasyonu;4;93067,56;65354,63;70,22
101269;TSM - Toplam Grup Kota Realizasyonu;5;109706,08;96783,34;88,22
101269;TSM - Toplam Grup Kota Realizasyonu;6;114756,54;105625,78;92,04
101270;TSM - Toplam Grup Kota Realizasyonu;1;94802,71;92301,47;97,36
101270;TSM - Toplam Grup Kota Realizasyonu;2;106666,89;71862,08;67,37
101270;TSM - Toplam Grup Kota Realizasyonu;3;94481,37;59019,84;62,47
101270;TSM - Toplam Grup Kota Realizasyonu;4;83514,16;57164,9;68,45
101270;TSM - Toplam Grup Kota Realizasyonu;5;103295,77;78710,42;76,2
101270;TSM - Toplam Grup Kota Realizasyonu;6;107769,75;70288,02;65,22
101276;TSM - Toplam Grup Kota Realizasyonu;1;158090,07;166259,33;105,17
101276;TSM - Toplam Grup Kota Realizasyonu;2;180708;150250,5;83,15
101276;TSM - Toplam Grup Kota Realizasyonu;3;163852,14;165092,55;100,76
101276;TSM - Toplam Grup Kota Realizasyonu;4;148906,39;157841,65;106
101276;TSM - Toplam Grup Kota Realizasyonu;5;188494,47;150195,39;79,68
101276;TSM - Toplam Grup Kota Realizasyonu;6;191236,74;179166,9;93,69
101278;TSM - Toplam Grup Kota Realizasyonu;1;96567,18;83785,82;86,76
101279;TSM - Toplam Grup Kota Realizasyonu;1;112535,64;132225,19;117,5
101279;TSM - Toplam Grup Kota Realizasyonu;2;132880,69;157344,51;118,41
101279;TSM - Toplam Grup Kota Realizasyonu;3;118378,12;100603,7;84,99
101279;TSM - Toplam Grup Kota Realizasyonu;4;108268,83;97186,21;89,76
101279;TSM - Toplam Grup Kota Realizasyonu;5;128429,01;118711,42;92,43
101279;TSM - Toplam Grup Kota Realizasyonu;6;134755,2;110407,48;81,93
101323;TSM - Toplam Grup Kota Realizasyonu;1;147847,31;146614,51;99,17
101323;TSM - Toplam Grup Kota Realizasyonu;2;174876,72;151434,36;86,59
101323;TSM - Toplam Grup Kota Realizasyonu;3;152940,88;101761,86;66,54
101323;TSM - Toplam Grup Kota Realizasyonu;4;150829,19;113279,68;75,1
101323;TSM - Toplam Grup Kota Realizasyonu;5;170530,74;116553,43;68,35
101323;TSM - Toplam Grup Kota Realizasyonu;6;176799,73;159701,72;90,33
101329;TSM - Toplam Grup Kota Realizasyonu;1;135786,51;125976,64;92,78
101329;TSM - Toplam Grup Kota Realizasyonu;2;162267,05;133032,95;81,98
101329;TSM - Toplam Grup Kota Realizasyonu;3;142317,51;102389,33;71,94
101329;TSM - Toplam Grup Kota Realizasyonu;4;131310,11;98320,8;74,88
101329;TSM - Toplam Grup Kota Realizasyonu;5;82254,74;67824,71;82,46
101329;TSM - Toplam Grup Kota Realizasyonu;6;86723,07;66276,85;76,42
101477;TSM - Toplam Grup Kota Realizasyonu;1;131100,67;90311,41;68,89
101477;TSM - Toplam Grup Kota Realizasyonu;2;153310,98;109748,78;71,59
101477;TSM - Toplam Grup Kota Realizasyonu;3;135581,08;82520,84;60,86
101477;TSM - Toplam Grup Kota Realizasyonu;4;127976,42;85801,2;67,04
101477;TSM - Toplam Grup Kota Realizasyonu;5;154782,76;76280,95;49,28
101477;TSM - Toplam Grup Kota Realizasyonu;6;156644,29;73829,15;47,13
101478;TSM - Toplam Grup Kota Realizasyonu;1;147020,86;129668,84;88,2
101478;TSM - Toplam Grup Kota Realizasyonu;2;170024,59;114846,56;67,55
101481;TSM - Toplam Grup Kota Realizasyonu;1;115578,78;91668,05;79,31
101481;TSM - Toplam Grup Kota Realizasyonu;2;132661,25;88368,52;66,61
101481;TSM - Toplam Grup Kota Realizasyonu;3;119360,25;83116,15;69,63
101481;TSM - Toplam Grup Kota Realizasyonu;4;108805,95;89646,83;82,39
101451;TSM - Toplam Grup Kota Realizasyonu;1;72770,54;51205,96;70,37
